restaurant_id,name,cuisine_primary,cuisine_tags,address_full,area,city,country,phone,rating_overall,rating_google,rating_tripadvisor,review_count_total,review_count_google,review_count_tripadvisor,star_5_count,star_4_count,star_3_count,star_2_count,star_1_count,star_5_percent,star_4_percent,star_3_percent,star_2_percent,star_1_percent,price_category,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,delivery_available,outdoor_seating,reservation_required,cash_only,credit_cards_accepted,wifi_available,wheelchair_accessible,takeaway_available,parking_available,live_music,pet_friendly,kids_friendly,menu_items,menu_link,website,data_source,source_url,scraped_date,last_updated
src2_017,3A Tari2ak _ Arguile Shop,Unknown,Unknown,"amchit, Byblos, Mount Lebanon Governorate, Lebanon, 1402",Mount Lebanon Governorate,Lebanon,1402,+961701721780,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3A-Tari2ak-Arguile-Shop-Byblos-5,2026-04-14,2026-04-14
src2_018,Café 3a Mastabetna,Unknown,Unknown,"VG74+43F, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,,,,,7,0,0,4,0,2,0,1,57.14285714285714,0.0,28.57142857142857,0.0,14.285714285714285,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3a-Mastabetna-Beirut,2026-04-14,2026-04-14
src2_019,3a Saj,Middle Eastern,Middle Eastern,"Wastani, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177544540,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3a-Saj-Sidon-3,2026-04-14,2026-04-14
src2_020,3a Zaw2ak,Lebanese,Lebanese,"Sayid Hadi Highway, Msharrafiyeh, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+96115465600,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3a-ZaW2aK-Beirut,2026-04-14,2026-04-14
src2_021,3a Zaw2ak Al Asli,Lebanese,Lebanese,"Main Street, Sfeir, Hazmiyeh, Mount Lebanon Governorate, Lebanon",Hazmiyeh,Mount Lebanon Governorate,Lebanon,+96135200990,,,,1,0,0,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3a-Zaw2ak-Al-Asli-Hazmiyeh,2026-04-14,2026-04-14
src2_023,3aJébné,Lebanese,Lebanese,"Centre Saint Louis, Old Souk, Byblos, Mount Lebanon Governorate, Lebanon",Byblos,Mount Lebanon Governorate,Lebanon,+96195460550,,,,30,0,0,4,6,10,5,5,13.333333333333334,20.0,33.33333333333333,16.666666666666664,16.666666666666664,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3aJebne-Byblos,2026-04-14,2026-04-14
src2_024,3aNnar Resto Cafe,Unknown,Unknown,"RGWH+F76 Rd, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+96131000750,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3aNnar-Resto-Cafe-Beirut,2026-04-14,2026-04-14
src2_025,3ajina d'or,Unknown,Unknown,"RGXR+WXR city centre, Hazmiyeh, Mount Lebanon Governorate, Lebanon, 1001",Mount Lebanon Governorate,Lebanon,1001,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3ajina-dor-Lebanon,2026-04-14,2026-04-14
src2_026,3ajineh,Unknown,Unknown,"Hlaleyeh, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177325100,,,,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3ajineh-Sidon,2026-04-14,2026-04-14
src2_027,3al 3ajin,Unknown,Unknown,"Behind Mar Mikhael Church, Near Mar Mikhael School, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+961819076760,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-3ajin-Beirut,2026-04-14,2026-04-14
src2_028,3al Bal,Unknown,Unknown,"Hazmieh Municipality, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Bal-Bourj-Hammoud,2026-04-14,2026-04-14
src2_029,3al-Bal Café - عالبال,Unknown,Unknown,"Seaside Road, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+961706041350,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Bal-Cafe-aalbal-Sidon,2026-04-14,2026-04-14
src2_031,3al Bal,American,"American,Italian,Lebanese,Pizza,Dessert,Salads","CRJH+FW2, Tripoli, North Governorate, Lebanon",Tripoli,North Governorate,Lebanon,+961703570700,4.0,4.0,,30,0,0,18,2,4,3,3,60.0,6.666666666666667,13.333333333333334,10.0,10.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,TRUE,Unknown,Unknown,TRUE,TRUE,TRUE,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Bal-Tripoli-North,2026-04-14,2026-04-14
src2_032,3al Fahem,Unknown,Unknown,"H95R+V4C Zeidan building, Chammaa Highway, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177393770,,,,2,0,0,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Fahem-Sidon,2026-04-14,2026-04-14
src2_033,3al Sikh,Lebanese,"Lebanese,Fast food","Boulevard Camille Chamoun, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+96112887720,,,,2,0,0,1,1,0,0,0,50.0,50.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Sikh-Beirut-2,2026-04-14,2026-04-14
src2_034,3al smoker DT,Unknown,Unknown,"VG7G+PJJ, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+961813130100,,,,30,0,0,23,1,1,2,3,76.66666666666667,3.3333333333333335,3.3333333333333335,6.666666666666667,10.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Smoker-Beirut,2026-04-14,2026-04-14
src2_035,3al Zahlewe,Lebanese,Lebanese,"Lamaa Lamaa Street, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+96113850580,,,,3,0,0,1,0,1,0,1,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Zahlewe-Beirut-6,2026-04-14,2026-04-14
src2_036,3al Zahlewe,Lebanese,Lebanese,"Main Street, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+961816022230,,,,6,0,0,1,3,1,0,1,16.666666666666664,50.0,16.666666666666664,0.0,16.666666666666664,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-Zahlewe-Bourj-Hammoud,2026-04-14,2026-04-14
src2_037,3al beyt resto cafe,Unknown,Unknown,"Sed el bauchrieh, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+961710654540,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3al-beyt-resto-cafe-Beirut,2026-04-14,2026-04-14
src2_039,3ala el Roof - على الروف,Unknown,Unknown,"Farah Residence, 10th Floor, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,+961706300320,,,,10,0,0,6,3,1,0,0,60.0,30.0,10.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3ala-el-Roof-ala-alrwf-Beirut,2026-04-14,2026-04-14
src2_040,Groupy Ramlawi,Dessert,Dessert,"Riad Soloh Street, Saïda, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177201400,1.5,1.5,,24,0,0,10,11,3,0,0,41.66666666666667,45.83333333333333,12.5,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3albal-Cafe-Sidon-2,2026-04-14,2026-04-14
src2_041,3anbar Restaurant _ عنبر بيروت _ Anbar Beirut,Lebanese,"Lebanese,Vegetarian options","3anbar Restaurant عنبر بيروت Anbar Beirut, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+961761111910,4.8,4.8,,30,0,0,24,4,1,0,1,80.0,13.333333333333334,3.3333333333333335,0.0,3.3333333333333335,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3anbar-Restaurant-Beirut,2026-04-14,2026-04-14
src2_042,3arayes,Middle Eastern,Middle Eastern,"Furn El Chebbak, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+96113309960,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3arayes-Beirut,2026-04-14,2026-04-14
src2_044,3ezz Cafe,Unknown,Unknown,"Riad El Solh, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+96119998780,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3ezz-Cafe-Beirut,2026-04-14,2026-04-14
src2_045,3kkawi Cafè,Unknown,Unknown,"امام مؤسسة حنينة للغاز, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177313010,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3kkawi-Cafe-Sidon,2026-04-14,2026-04-14
src2_046,3l daraj loungeNew,Unknown,Unknown,"VGWG+RX9, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+961766310130,4.9,4.9,,1,0,0,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3l-daraj-lounge-Beirut,2026-04-14,2026-04-14
src2_047,3ndHabib,Unknown,Unknown,"7693+2WP, Tyre, South Governorate, Lebanon",Tyre,South Governorate,Lebanon,+961816619220,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/3ndHabib-Tyre,2026-04-14,2026-04-14
src2_049,4:29,Unknown,Unknown,"Pasteur street, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,,,,,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/429-Beirut-3,2026-04-14,2026-04-14
src2_050,46 Restaurant,Lebanese,Lebanese,"FR35+PMP, Tripoli, North Governorate, Lebanon",Tripoli,North Governorate,Lebanon,+96162122230,1.7,1.7,,30,0,0,14,9,5,0,1,48.275862068965516,31.03448275862069,17.24137931034483,0.0,3.4482758620689653,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,TRUE,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/46-Tripoli-North,2026-04-14,2026-04-14
src2_051,Goodies,Lebanese,"Lebanese,Mediterranean","Verdun Street, Beirut, Beirut Governorate, Lebanon, 113 5315",Beirut Governorate,Lebanon,113 5315,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/5-Dots-Beirut-2,2026-04-14,2026-04-14
src2_052,603,Unknown,Unknown,"gemayzeh, gouraud street, Beirut, Beirut Governorate, Lebanon, 1100",Beirut Governorate,Lebanon,1100,+96136344320,,,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/603-Beirut,2026-04-14,2026-04-14
src2_054,67 Cafe,Unknown,Unknown,"H99M+X77, Sidon, South Governorate, Lebanon",Sidon,South Governorate,Lebanon,+96177507740,2.8,2.8,,21,0,0,12,4,2,2,1,57.14285714285714,19.047619047619047,9.523809523809524,9.523809523809524,4.761904761904762,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,Unknown,TRUE,TRUE,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/67-cafe-Sidon,2026-04-14,2026-04-14
src2_055,Bliss Cafe,Lebanese,"Lebanese,Fast food,Dessert","بيروت 1102،, Beirut, Beirut Governorate, Lebanon",Beirut,Beirut Governorate,Lebanon,+96118074660,,,,17,0,0,1,5,10,1,0,5.88235294117647,29.411764705882355,58.82352941176471,5.88235294117647,0.0,Budget,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/7-Days-Express-Beirut-2,2026-04-14,2026-04-14
src2_057,7abayeb Café,Unknown,Unknown,"VG97+MFQ, Bourj Hammoud, Mount Lebanon Governorate, Lebanon",Bourj Hammoud,Mount Lebanon Governorate,Lebanon,,,,,3,0,0,2,0,1,0,0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,Mid-Range,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TRUE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,source2,https://t.restaurantguru.com/7abayeb-Cafe-Bourj-Hammoud,2026-04-14,2026-04-14
